"","decimalLatitude","decimalLongitude","year"
"734",-52.2227,-58.8819,2017
"735",-54.6525,-65.5573,2017
"736",-54.5496,-66.1696,2017
"737",-51.2941,-60.5388,2017
"738",-55.4488,-67.0539,2017
"739",-51.2941,-60.5388,2017
"740",-51.2941,-60.5388,2017
"741",-51.7379,-61.307,2017
"742",-54.966635,-64.623587,2017
"743",-51.232,-60.6374,2017
"744",-51.2813,-60.566,2017
"745",-51.291701,-60.555839,2017
"746",-51.313131,-60.527875,2017
"747",-52.4291,-59.0922,2018
"748",-52.4291,-59.0922,2018
"749",-52.4291,-59.0922,2018
"750",-51.3077,-60.2333,2018
"751",-51.3059,-60.1052,2018
"752",-51.4798,-57.8338,2018
"753",-51.3077,-60.2333,2018
"754",-51.3568,-60.705,2018
"755",-51.3077,-60.2333,2018
"756",-51.788,-58.2301,2018
"757",-52.4291,-59.0922,2018
"758",-52.2227,-58.8819,2018
"759",-51.788,-58.2301,2018
"760",-55.813,-66.7991,2018
"761",-51.3077,-60.2333,2018
"762",-52.4291,-59.0922,2018
"763",-51.3619,-60.0819,2018
"764",-52.1675,-60.9256,2018
"765",-52.2227,-58.8819,2018
"766",-52.4291,-59.0922,2018
"767",-51.7213,-61.3006,2018
"768",-51.3188,-59.5853,2018
"769",-51.2941,-60.5388,2018
"770",-51.7379,-61.307,2018
"771",-51.2941,-60.5388,2018
"772",-52.4291,-59.0922,2018
"773",-51.2713,-60.2853,2018
"774",-51.3077,-60.2333,2018
"775",-52.2227,-58.8819,2018
"776",-52.4291,-59.0922,2018
"777",-51.3568,-60.705,2018
"778",-51.3568,-60.705,2018
"779",-51.3077,-60.5186,2018
"780",-52.1675,-60.9256,2018
"781",-51.3478,-60.71,2018
"782",-51.3651,-60.0841,2018
"783",-52.1675,-60.9256,2018
"784",-52.1675,-60.9256,2018
"785",-52.1675,-60.9256,2018
"786",-52.1675,-60.9256,2018
"787",-52.1675,-60.9256,2018
"788",-52.1675,-60.9256,2018
"789",-52.1675,-60.9256,2018
"790",-52.1675,-60.9256,2018
"791",-52.1675,-60.9256,2018
"792",-52.1675,-60.9256,2018
"793",-51.3568,-60.705,2018
"794",-51.3184,-60.4093,2018
"795",-52.137259,-60.942819,2018
"796",-55.9648,-67.225,2018
"797",-51.0358,-61.2158,2018
"798",-51.3042,-60.0943,2018
"799",-51.3274,-60.192,2018
"800",-51.2941,-60.5388,2018
"801",-51.3274,-60.192,2018
"802",-52.2227,-58.8819,2018
"803",-51.3274,-60.192,2018
"804",-52.4291,-59.0922,2018
"805",-51.2941,-60.5388,2018
"806",-51.294354,-60.557153,2018
"807",-51.292379,-60.556175,2018
"808",-52.425033,-59.093518,2018
"809",-52.4291,-59.0922,2018
"810",-51.2941,-60.5388,2018
"811",-51.3077,-60.2333,2018
"812",-55.9446,-67.2772,2018
"813",-51.3077,-60.2333,2018
"814",-51.3077,-60.2333,2018
"815",-51.3077,-60.2333,2018
"816",-54.6339,-65.3093,2018
"817",-52.4291,-59.0922,2018
"818",-52.4291,-59.0922,2018
"819",-51.3333,-58.8667,2018
"820",-51.3333,-58.8667,2018
"821",-52.4291,-59.0922,2018
"822",-51.3077,-60.2333,2018
"823",-51.2941,-60.5388,2018
"824",-51.3077,-60.2333,2018
"825",-51.3077,-60.2333,2018
"826",-51.2941,-60.5388,2018
"827",-51.2941,-60.5388,2018
"828",-51.3077,-60.2333,2018
"829",-51.2941,-60.5388,2018
"830",-51.3077,-60.2333,2018
"831",-51.2941,-60.5388,2018
"832",-52.4291,-59.0922,2018
"833",-51.2941,-60.5388,2018
"834",-51.3077,-60.2333,2018
"835",-51.2941,-60.5388,2018
"836",-51.2941,-60.5388,2018
"837",-51.2941,-60.5388,2018
"838",-51.3077,-60.2333,2018
"839",-51.3042,-60.0943,2018
"840",-51.2941,-60.5388,2018
"841",-51.3077,-60.2333,2018
"842",-51.3274,-60.192,2018
"843",-51.3568,-60.705,2018
"844",-51.7213,-61.3006,2018
"845",-51.3568,-60.705,2018
"846",-51.364153,-60.636603,2018
"847",-51.2941,-60.5388,2018
"848",-51.3528,-60.6599,2018
"849",-52.4291,-59.0922,2018
"850",-51.2941,-60.5388,2018
"851",-51.2941,-60.5388,2018
"852",-52.4302,-59.0692,2018
"853",-51.2941,-60.5388,2018
"854",-51.7218,-61.3011,2018
"855",-51.4798,-57.8338,2018
"856",-52.4302,-59.0692,2018
"857",-51.3077,-60.2333,2018
"858",-52.4291,-59.0922,2018
"859",-51.3568,-60.705,2018
"860",-52.4314,-59.1017,2018
"861",-52.4291,-59.0922,2018
"862",-51.3077,-60.2333,2018
"863",-51.0358,-61.2158,2018
"864",-52.4291,-59.0922,2018
"865",-52.4291,-59.0922,2018
"866",-52.4291,-59.0922,2018
"867",-52.4291,-59.0922,2018
"868",-51.3077,-60.2333,2018
"869",-51.3568,-60.705,2018
"870",-52.4295,-59.0848,2018
"871",-56.4815,-68.7236,2018
"872",-51.3568,-60.705,2018
"873",-52.4302,-59.0692,2018
"874",-56.4815,-68.7236,2018
"875",-54.895653,-64.695927,2018
"876",-54.724674,-64.080624,2018
"877",-54.721923,-64.142268,2018
"878",-54.721923,-64.142268,2018
"879",-54.724674,-64.080624,2018
"880",-52.4314,-59.1017,2018
"881",-52.4462,-59.1144,2018
"882",-52.4462,-59.1144,2018
"883",-52.4314,-59.1017,2018
"884",-52.4462,-59.1144,2018
"885",-52.4314,-59.1017,2018
"886",-52.4302,-59.0692,2018
"887",-52.446,-59.1288,2018
"888",-52.4295,-59.0848,2018
"889",-52.446,-59.1288,2018
"890",-52.4462,-59.1144,2018
"891",-52.4295,-59.0848,2018
"892",-52.446,-59.1288,2018
"893",-52.4462,-59.1144,2018
"894",-52.4295,-59.0848,2018
"895",-52.446,-59.1288,2018
"896",-52.4462,-59.1144,2018
"897",-52.4295,-59.0848,2018
"898",-52.4295,-59.0848,2018
"899",-52.4314,-59.1017,2018
"900",-52.4295,-59.0848,2018
"901",-52.4314,-59.1017,2018
"902",-53.8308,-72.1781,2018
"903",-56.4815,-68.7236,2018
"904",-52.4291,-59.0922,2018
"905",-52.4314,-59.1017,2018
"906",-52.4302,-59.0692,2018
"907",-52.4252,-59.0696,2018
"908",-52.4344,-59.1409,2018
"909",-52.4243,-59.0607,2018
"910",-52.299635,-58.840986,2018
"911",-54.7343,-63.8639,2018
"912",-54.7367,-63.8645,2018
"913",-54.777,-64.0484,2018
"914",-54.7623,-64.4292,2018
"915",-51.7213,-61.3006,2018
"916",-51.2941,-60.5388,2018
"917",-51.0736,-61.029,2018
"918",-55.9648,-67.225,2018
"919",-55.9648,-67.225,2018
"920",-54.7655,-64.7067,2018
"921",-54.7442,-64.2232,2018
"922",-51.7213,-61.3006,2018
"923",-51.3568,-60.705,2018
"924",-52.4462,-59.1144,2018
"925",-51.7379,-61.307,2018
"926",-54.8444,-64.6801,2018
"927",-53.4676,-70.2222,2018
"928",-51.7379,-61.307,2018
"929",-51.3568,-60.705,2018
"930",-54.6602,-64.1256,2018
"931",-51.3568,-60.705,2018
"932",-51.7379,-61.307,2018
"933",-52.4291,-59.0922,2018
"934",-51.7379,-61.307,2018
"935",-51.7379,-61.307,2018
"936",-51.0204,-61.2296,2018
"937",-52.4291,-59.0922,2018
"938",-52.4103,-59.0643,2018
"939",-51.7379,-61.307,2018
"940",-51.7289,-61.2077,2018
"941",-52.4103,-59.0643,2018
"942",-52.4103,-59.0643,2018
"943",-51.0358,-61.2158,2018
"944",-51.2941,-60.5388,2018
"945",-51.7289,-61.2077,2018
"946",-51.0358,-61.2158,2018
"947",-51.3077,-60.2333,2018
"948",-51.7158,-61.3121,2018
"949",-51.3568,-60.705,2018
"950",-51.3568,-60.705,2018
"951",-51.2941,-60.5388,2018
"952",-51.0123,-61.2525,2018
"953",-51.0479,-61.2019,2018
"954",-51.0358,-61.2158,2018
"955",-51.3077,-60.2333,2018
"956",-51.3568,-60.705,2018
"957",-51.2941,-60.5388,2018
"958",-51.0358,-61.2158,2018
"959",-51.2941,-60.5388,2018
"960",-52.4302,-59.1264,2018
"961",-51.3568,-60.705,2018
"962",-52.4291,-59.0922,2018
"963",-51.7379,-61.307,2018
"964",-51.3568,-60.705,2018
"965",-52.4291,-59.0922,2018
"966",-51.0358,-61.2158,2018
"967",-51.2941,-60.5388,2018
"968",-51.3568,-60.705,2018
"969",-51.3568,-60.705,2018
"970",-51.3077,-60.2333,2018
"971",-51.2941,-60.5388,2018
"972",-51.0358,-61.2158,2018
"973",-51.3568,-60.705,2018
"974",-51.2941,-60.5388,2018
"975",-52.4291,-59.0922,2018
"976",-52.4103,-59.0643,2018
"977",-51.0358,-61.2158,2018
"978",-51.2941,-60.5388,2018
"979",-51.3077,-60.2333,2018
"980",-51.7379,-61.307,2018
"981",-51.0356,-61.2217,2018
"982",-51.0479,-61.2019,2018
"983",-51.2941,-60.5388,2018
"984",-51.2941,-60.5388,2018
"985",-51.7289,-61.2077,2018
"986",-51.3077,-60.2333,2018
"987",-52.4291,-59.0922,2018
"988",-52.4314,-59.1017,2018
"989",-51.7158,-61.3121,2018
"990",-51.0358,-61.2158,2018
"991",-51.7379,-61.307,2018
"992",-51.7379,-61.307,2018
"993",-51.3568,-60.705,2018
"994",-51.3077,-60.2333,2018
"995",-51.7379,-61.307,2018
"996",-55.975,-67.2789,2018
"997",-52.4103,-59.0643,2018
"998",-51.0358,-61.2158,2018
"999",-51.0282,-61.2472,2018
"1000",-51.0479,-61.2019,2018
"1001",-51.0392,-61.2234,2018
"1002",-51.7289,-61.2077,2018
"1003",-52.4103,-59.0643,2018
"1004",-51.3568,-60.705,2018
"1005",-51.7379,-61.307,2018
"1006",-51.0358,-61.2158,2018
"1007",-52.4103,-59.0643,2018
"1008",-51.6923,-57.8552,2018
"1009",-51.7379,-61.307,2018
"1010",-52.4291,-59.0922,2018
"1011",-51.3568,-60.705,2018
"1012",-52.4291,-59.0922,2018
"1013",-52.4103,-59.0643,2018
"1014",-52.4319,-59.0751,2018
"1015",-54.7904,-68.2213,2018
"1016",-51.2941,-60.5388,2018
"1017",-51.3077,-60.2333,2018
"1018",-51.0358,-61.2158,2018
"1019",-52.4291,-59.0922,2018
"1020",-52.427,-59.062,2018
"1021",-51.2941,-60.5388,2018
"1022",-51.0358,-61.2158,2018
"1023",-51.3568,-60.705,2018
"1024",-51.3077,-60.2333,2018
"1025",-51.3077,-60.2333,2018
"1026",-51.2941,-60.5388,2018
"1027",-51.7213,-61.3006,2018
"1028",-51.7379,-61.307,2018
"1029",-51.7289,-61.2077,2018
"1030",-52.4291,-59.0922,2018
"1031",-51.3077,-60.2333,2018
"1032",-51.3568,-60.705,2018
"1033",-51.7289,-61.2077,2018
"1034",-51.3077,-60.2333,2018
"1035",-52.4103,-59.0643,2018
"1036",-51.2941,-60.5388,2018
"1037",-51.7289,-61.2077,2018
"1038",-51.2941,-60.5388,2018
"1039",-51.3568,-60.705,2018
"1040",-51.7379,-61.307,2018
"1041",-51.0358,-61.2158,2018
"1042",-51.7289,-61.2077,2018
"1043",-51.3568,-60.705,2018
"1044",-51.2941,-60.5388,2018
"1045",-51.3077,-60.2333,2018
"1046",-51.0479,-61.2019,2018
"1047",-51.0123,-61.2525,2018
"1048",-51.0479,-61.2019,2018
"1049",-51.0495,-61.1705,2018
"1050",-51.7379,-61.307,2018
"1051",-51.3077,-60.2333,2018
"1052",-51.7289,-61.2077,2018
"1053",-51.3568,-60.705,2018
"1054",-52.4103,-59.0643,2018
"1055",-52.446,-59.1288,2018
"1056",-51.3568,-60.705,2018
"1057",-51.3077,-60.2333,2018
"1058",-51.3077,-60.2333,2018
"1059",-51.7213,-61.3006,2018
"1060",-51.3522,-60.6975,2018
"1061",-51.3077,-60.2333,2018
"1062",-52.4291,-59.0922,2018
"1063",-51.3568,-60.705,2018
"1064",-51.7289,-61.2077,2018
"1065",-51.0358,-61.2158,2018
"1066",-51.3077,-60.2333,2018
"1067",-52.4103,-59.0643,2018
"1068",-51.7289,-61.2077,2018
"1069",-51.7379,-61.307,2018
"1070",-51.3568,-60.705,2018
"1071",-51.2941,-60.5388,2018
"1072",-51.3077,-60.2333,2018
"1073",-51.0358,-61.2158,2018
"1074",-51.3568,-60.705,2018
"1075",-51.655539,-61.274997,2018
"1076",-51.651786,-61.361789,2018
"1077",-51.674662,-61.35349,2018
"1078",-51.713033,-61.282056,2018
"1079",-51.785296,-61.35965,2018
"1080",-51.618845,-61.259214,2018
"1081",-52.4302,-59.1264,2018
"1082",-52.2227,-58.8819,2018
"1083",-51.9545,-60.0674,2018
"1084",-51.9545,-60.0674,2018
"1085",-52.4291,-59.0922,2018
"1086",-51.2941,-60.5388,2018
"1087",-51.2941,-60.5388,2018
"1088",-51.2941,-60.5388,2018
"1089",-52.4291,-59.0922,2018
"1090",-52.4291,-59.0922,2018
"1091",-51.7213,-61.3006,2018
"1092",-51.3105,-59.5453,2018
"1093",-51.3077,-60.2333,2018
"1094",-52.4291,-59.0922,2018
"1095",-52.427,-59.062,2018
"1096",-52.4291,-59.0922,2018
"1097",-51.7158,-61.3121,2018
"1098",-51.3568,-60.705,2018
"1099",-52.4291,-59.0922,2018
"1100",-51.388,-58.0325,2018
"1101",-51.2941,-60.5388,2018
"1102",-51.9655,-59.9072,2018
"1103",-52.2227,-58.8819,2018
"1104",-52.4291,-59.0922,2018
"1105",-52.4291,-59.0922,2018
"1106",-52.4291,-59.0922,2018
"1107",-51.3662,-60.6324,2018
"1108",-52.4291,-59.0922,2018
"1109",-51.3568,-60.705,2018
"1110",-54.942861,-64.605712,2018
"1111",-54.900279,-64.611508,2018
"1112",-54.915655,-64.759859,2018
"1113",-54.906977,-64.687904,2018
"1114",-54.653,-71.838,2018
"1115",-51.3568,-60.705,2018
"1116",-54.653,-71.838,2018
"1117",-51.6923,-57.8552,2018
"1118",-51.308365,-60.239128,2018
"1119",-51.332359,-60.646172,2018
"1120",-51.299335,-60.529739,2018
"1121",-51.360535,-60.295369,2018
"1122",-51.3077,-60.2333,2019
"1123",-51.3081,-60.2319,2019
"1124",-51.3167,-59.5,2019
"1125",-52.4291,-59.0922,2019
"1126",-51.3042,-60.0943,2019
"1127",-52.4291,-59.0922,2019
"1128",-51.3078,-60.2409,2019
"1129",-52.2227,-58.8819,2019
"1130",-52.4291,-59.0922,2019
"1131",-51.3077,-60.2333,2019
"1132",-51.2956,-59.6509,2019
"1133",-52.4291,-59.0922,2019
"1134",-51.3042,-60.0943,2019
"1135",-52.4291,-59.0922,2019
"1136",-52.4291,-59.0922,2019
"1137",-52.4291,-59.0922,2019
"1138",-52.4302,-59.0692,2019
"1139",-51.3056,-60.1046,2019
"1140",-52.2227,-58.8819,2019
"1141",-51.9055,-60.9907,2019
"1142",-52.4291,-59.0922,2019
"1143",-52.4291,-59.0922,2019
"1144",-52.2227,-58.8819,2019
"1145",-52.2227,-58.8819,2019
"1146",-51.3167,-59.5,2019
"1147",-51.3453,-60.671,2019
"1148",-52.2227,-58.8819,2019
"1149",-51.3453,-60.671,2019
"1150",-51.3156,-60.2507,2019
"1151",-52.2227,-58.8819,2019
"1152",-54.9769,-66.0279,2019
"1153",-54.9755,-66.7445,2019
"1154",-52.2227,-58.8819,2019
"1155",-51.3064,-60.099,2019
"1156",-52.4291,-59.0922,2019
"1157",-52.4291,-59.0922,2019
"1158",-51.3077,-60.2333,2019
"1159",-51.3056,-60.1046,2019
"1160",-52.4291,-59.0922,2019
"1161",-52.4462,-59.1144,2019
"1162",-51.3274,-60.192,2019
"1163",-52.2227,-58.8819,2019
"1164",-51.3493,-60.6852,2019
"1165",-52.4291,-59.0922,2019
"1166",-51.3056,-60.1046,2019
"1167",-52.4291,-59.0922,2019
"1168",-52.4302,-59.1264,2019
"1169",-51.3619,-60.0819,2019
"1170",-52.4291,-59.0922,2019
"1171",-51.3493,-60.6851,2019
"1172",-52.4291,-59.0922,2019
"1173",-51.3156,-60.2507,2019
"1174",-54.8528,-67.9418,2019
"1175",-52.4291,-59.0922,2019
"1176",-51.3188,-59.5853,2019
"1177",-52.2107,-58.8376,2019
"1178",-51.2941,-60.5388,2019
"1179",-54.9889,-66.1768,2019
"1180",-51.3042,-60.0943,2019
"1181",-51.2941,-60.5388,2019
"1182",-51.308113,-60.231411,2019
"1183",-51.247374,-60.333987,2019
"1184",-51.34701,-60.664351,2019
"1185",-51.600443,-61.353958,2019
"1186",-51.209789,-60.566582,2019
"1187",-52.4291,-59.0922,2019
"1188",-52.4291,-59.0922,2019
"1189",-55.975,-67.2789,2019
"1190",-52.4291,-59.0922,2019
"1191",-54.1647,-70.2904,2019
"1192",-52.4291,-59.0922,2019
"1193",-52.4253,-59.0788,2019
"1194",-51.3077,-60.2333,2019
"1195",-51.2941,-60.5388,2019
"1196",-51.3096,-60.2313,2019
"1197",-51.3568,-60.705,2019
"1198",-51.3495,-60.6853,2019
"1199",-51.2941,-60.5388,2019
"1200",-52.4335,-59.083,2019
"1201",-54.1647,-70.2904,2019
"1202",-52.4291,-59.0922,2019
"1203",-51.3077,-60.2333,2019
"1204",-51.2941,-60.5388,2019
"1205",-52.1923,-58.838,2019
"1206",-51.2941,-60.5388,2019
"1207",-54.7632,-65.1996,2019
"1208",-51.7158,-61.3121,2019
"1209",-52.4291,-59.0922,2019
"1210",-52.4308,-59.0741,2019
"1211",-52.4291,-59.0922,2019
"1212",-52.4239,-59.0714,2019
"1213",-52.1923,-58.838,2019
"1214",-52.4291,-59.0922,2019
"1215",-52.4239,-59.0714,2019
"1216",-51.2941,-60.5388,2019
"1217",-52.4291,-59.0922,2019
"1218",-52.4308,-59.0741,2019
"1219",-51.7158,-61.3121,2019
"1220",-51.3077,-60.2333,2019
"1221",-52.4291,-59.0922,2019
"1222",-52.4291,-59.0922,2019
"1223",-52.4291,-59.0922,2019
"1224",-53.6719,-72.2667,2019
"1225",-51.3077,-60.2333,2019
"1226",-52.2227,-58.8819,2019
"1227",-51.3077,-60.2333,2019
"1228",-52.4253,-59.0788,2019
"1229",-54.1647,-70.2904,2019
"1230",-54.6418,-65.251,2019
"1231",-51.3568,-60.705,2019
"1232",-52.2227,-58.8819,2019
"1233",-52.4335,-59.083,2019
"1234",-52.1923,-58.838,2019
"1235",-51.3077,-60.2333,2019
"1236",-54.8275,-65.3535,2019
"1237",-51.7379,-61.307,2019
"1238",-51.3077,-60.2333,2019
"1239",-51.7158,-61.3121,2019
"1240",-51.3662,-60.6324,2019
"1241",-51.7213,-61.3006,2019
"1242",-51.3568,-60.705,2019
"1243",-51.6813,-57.7521,2019
"1244",-51.3077,-60.2333,2019
"1245",-51.3662,-60.6324,2019
"1246",-55.9648,-67.225,2019
"1247",-51.3152,-60.2467,2019
"1248",-51.3512,-60.6797,2019
"1249",-51.7379,-61.307,2019
"1250",-51.3512,-60.6797,2019
"1251",-51.7072,-61.2944,2019
"1252",-55.9648,-67.225,2019
"1253",-54.773,-64.2893,2019
"1254",-52.6825,-73.7839,2019
"1255",-51.7158,-61.2744,2019
"1256",-51.3042,-60.0943,2019
"1257",-51.7504,-61.2854,2019
"1258",-51.3102,-60.5218,2019
"1259",-51.3274,-60.192,2019
"1260",-51.3662,-60.6324,2019
"1261",-51.7213,-61.3008,2019
"1262",-51.7158,-61.3121,2019
"1263",-51.6987,-61.2555,2019
"1264",-51.7379,-61.307,2019
"1265",-56.490219,-68.695259,2019
"1266",-51.908816,-60.823048,2019
"1267",-53.8618,-72.2029,2019
"1268",-52.4291,-59.0922,2019
"1269",-52.4291,-59.0922,2019
"1270",-52.4291,-59.0922,2019
"1271",-52.4291,-59.0922,2019
"1272",-52.4291,-59.0922,2019
"1273",-52.4291,-59.0922,2019
"1274",-52.4291,-59.0922,2019
"1275",-52.4291,-59.0922,2019
"1276",-52.4291,-59.0922,2019
"1277",-52.4291,-59.0922,2019
"1278",-52.4291,-59.0922,2019
"1279",-52.4291,-59.0922,2019
"1280",-52.4291,-59.0922,2019
"1281",-52.4291,-59.0922,2019
"1282",-52.4291,-59.0922,2019
"1283",-52.4291,-59.0922,2019
"1284",-52.4291,-59.0922,2019
"1285",-52.4291,-59.0922,2019
"1286",-52.23789,-58.872132,2019
"1287",-53.6316,-70.9099,2019
"1288",-53.6316,-70.9099,2019
"1289",-53.6316,-70.9099,2019
"1290",-51.7379,-61.307,2019
"1291",-53.5847,-70.9262,2019
"1292",-53.5864,-70.9253,2019
"1293",-53.5847,-70.9262,2019
"1294",-53.4161,-69.279,2019
"1295",-53.5847,-70.9262,2019
"1296",-53.5847,-70.9262,2019
"1297",-53.5847,-70.9262,2019
"1298",-53.5847,-70.9262,2019
"1299",-53.5847,-70.9262,2019
"1300",-50.3615,-75.345,2019
"1301",-50.3601,-75.344,2019
"1302",-50.3639,-75.3368,2019
"1303",-53.5847,-70.9262,2019
"1304",-50.3666,-75.3383,2019
"1305",-53.5847,-70.9262,2019
"1306",-53.5847,-70.9262,2019
"1307",-50.3666,-75.3321,2019
"1308",-52.4291,-59.0922,2019
"1309",-50.3676,-75.3366,2019
"1310",-53.5857,-70.9301,2019
"1311",-51.7797,-72.4583,2019
"1312",-51.951014,-60.803505,2019
"1313",-52.4291,-59.0922,2019
"1314",-51.3088,-60.5217,2019
"1315",-52.4291,-59.0922,2019
"1316",-51.7084,-61.2943,2019
"1317",-54.8444,-64.6801,2019
"1318",-51.3568,-60.705,2019
"1319",-51.2941,-60.5388,2019
"1320",-51.7213,-61.3006,2019
"1321",-54.777,-64.0484,2019
"1322",-51.7158,-61.3121,2019
"1323",-51.3409,-60.6567,2019
"1324",-54.8369,-64.4734,2019
"1325",-54.8444,-64.6801,2019
"1326",-55.9648,-67.225,2019
"1327",-52.4291,-59.0922,2019
"1328",-51.2941,-60.5388,2019
"1329",-54.6602,-64.1256,2019
"1330",-54.7367,-63.8645,2019
"1331",-54.8391,-64.4584,2019
"1332",-54.773,-64.2893,2019
"1333",-54.7506,-63.7879,2019
"1334",-55.9648,-67.225,2019
"1335",-54.7974,-64.0031,2019
"1336",-51.3568,-60.705,2019
"1337",-54.7755,-64.0461,2019
"1338",-54.863,-64.6789,2019
"1339",-51.353815,-60.451903,2019
"1340",-51.277055,-60.465657,2019
"1341",-52.4291,-59.0922,2019
"1342",-52.4291,-59.0922,2019
"1343",-52.4291,-59.0922,2019
"1344",-52.1675,-60.9256,2019
"1345",-54.2461,-72.638,2019
"1346",-51.2941,-60.5388,2019
"1347",-51.3188,-59.5853,2019
"1348",-55.9648,-67.225,2019
"1349",-52.4291,-59.0922,2019
"1350",-52.4291,-59.0922,2019
"1351",-52.4291,-59.0922,2019
"1352",-52.4291,-59.0922,2019
"1353",-54.259,-72.6446,2019
"1354",-55.9652,-67.2256,2019
"1355",-51.3077,-60.2333,2019
"1356",-51.3188,-59.5853,2019
"1357",-52.4291,-59.0922,2019
"1358",-54.4719,-72.9796,2019
"1359",-54.259,-72.6446,2019
"1360",-51.2941,-60.5388,2019
"1361",-51.2941,-60.5388,2019
"1362",-52.4291,-59.0922,2019
"1363",-54.4901,-73.0265,2019
"1364",-54.4719,-72.9796,2019
"1365",-51.3568,-60.705,2019
"1366",-52.4291,-59.0922,2019
"1367",-51.7158,-61.3121,2019
"1368",-52.4291,-59.0922,2019
"1369",-51.3662,-60.6324,2019
"1370",-51.306524,-60.517358,2019
"1371",-51.315245,-60.510103,2019
"1372",-51.316891,-60.504822,2019
"1373",-51.306524,-60.517358,2019
"1374",-51.315245,-60.510103,2019
"1375",-51.307667,-60.234776,2019
"1376",-52.4291,-59.0922,2019
"1377",-53.6725,-72.1925,2019
"1378",-52.4291,-59.0922,2019
"1379",-53.7017,-72.1943,2019
"1380",-53.1649,-73.5219,2019
"1381",-51.2676,-59.8153,2019
"1382",-53.462,-69.3106,2019
"1383",-51.2941,-60.5388,2019
"1384",-51.3568,-60.705,2019
"1385",-51.2921,-60.5553,2019
"1386",-51.3063,-59.6014,2019
"1387",-51.2921,-60.5553,2019
"1388",-51.3169,-59.6022,2019
"1389",-51.3079,-60.228,2019
"1390",-51.2941,-60.5388,2019
"1391",-51.3186,-59.6057,2019
"1392",-51.3186,-59.6057,2019
"1393",-51.2916,-60.556,2019
"1394",-52.4291,-59.0922,2019
"1395",-51.3568,-60.705,2019
"1396",-51.2921,-60.5553,2019
"1397",-51.3568,-60.705,2019
"1398",-52.4291,-59.0922,2019
"1399",-51.2921,-60.5553,2019
"1400",-51.2921,-60.5553,2019
"1401",-51.3077,-60.2333,2019
"1402",-51.2941,-60.5388,2019
"1403",-54.8374,-68.5594,2019
"1404",-51.306,-60.5236,2019
"1405",-51.3063,-59.6014,2019
"1406",-51.2921,-60.5553,2019
"1407",-51.2921,-60.5553,2019
"1408",-51.2921,-60.5553,2019
"1409",-51.2916,-60.556,2019
"1410",-52.4291,-59.0922,2019
"1411",-51.3077,-60.2333,2019
"1412",-51.2921,-60.5553,2019
"1413",-52.4291,-59.0922,2019
"1414",-52.4291,-59.0922,2019
"1415",-51.3077,-60.2333,2019
"1416",-55.1873,-66.5555,2019
"1417",-51.3042,-60.0943,2019
"1418",-51.3188,-59.5853,2019
"1419",-54.9436,-67.6624,2019
"1420",-51.3077,-60.2333,2019
"1421",-51.2921,-60.5553,2019
"1422",-54.7904,-68.2213,2019
"1423",-53.6725,-72.1925,2019
"1424",-51.3077,-60.2333,2019
"1425",-52.4291,-59.0922,2019
"1426",-52.4291,-59.0922,2019
"1427",-52.4291,-59.0922,2019
"1428",-51.3188,-59.5853,2019
"1429",-52.4291,-59.0922,2019
"1430",-51.3077,-60.2333,2019
"1431",-52.0979,-60.8299,2019
"1432",-51.3063,-59.6014,2019
"1433",-51.3188,-59.5853,2019
"1434",-51.306,-60.5236,2019
"1435",-51.3077,-60.2333,2019
"1436",-51.3077,-60.2333,2019
"1437",-52.4291,-59.0922,2019
"1438",-51.3188,-59.5853,2019
"1439",-51.3188,-59.5853,2019
"1440",-52.4291,-59.0922,2019
"1441",-51.3186,-59.6057,2019
"1442",-51.306,-60.5236,2019
"1443",-51.304691,-60.527401,2019
"1444",-51.327878,-60.210674,2020
"1445",-51.304085,-60.52256,2020
"1446",-52.496992,-59.041181,2020
"1447",-54.749715,-63.83873,2020
"1448",-54.62508,-64.458382,2020
"1449",-54.955268,-67.768633,2020
